user_id,active_days,avg_daily_behavior,last_active_time,behavior_span_days,activity_level
40555711,11,5.64,2025-12-14 18:00:00,25.0,Low
40557275,26,36.65,2025-12-16 16:00:00,28.67,Medium
40586226,27,55.41,2025-12-16 21:00:00,28.54,Medium
40605509,17,28.88,2025-12-18 20:00:00,30.29,Medium
40607709,26,52.77,2025-12-16 19:00:00,28.21,Medium
40694580,10,5.2,2025-12-16 19:00:00,24.12,Low
40711894,21,64.05,2025-12-18 12:00:00,30.08,Medium
40719208,31,42.1,2025-12-18 10:00:00,30.38,Medium
40727661,22,24.73,2025-12-18 10:00:00,30.04,Medium
40729803,13,22.54,2025-12-14 12:00:00,20.92,Medium
40729947,29,115.34,2025-12-18 23:00:00,30.58,High
40734813,28,30.82,2025-12-18 10:00:00,30.0,Medium
40759239,13,42.38,2025-12-16 10:00:00,27.75,Medium
40781736,29,62.9,2025-12-18 23:00:00,29.96,Medium
40786964,19,16.84,2025-12-15 20:00:00,27.29,Medium
40788357,15,13.47,2025-12-18 13:00:00,27.75,Low
40798219,28,21.07,2025-12-18 21:00:00,30.33,Medium
40814715,30,34.53,2025-12-18 20:00:00,30.46,Medium
40815020,22,38.73,2025-12-16 09:00:00,27.83,Medium
40822060,23,19.83,2025-12-16 11:00:00,26.75,Medium
40826918,26,54.69,2025-12-17 11:00:00,25.92,Medium
40831109,20,55.85,2025-12-16 23:00:00,28.08,Medium
40833290,30,38.77,2025-12-18 22:00:00,30.54,Medium
40873042,20,32.15,2025-12-16 18:00:00,28.33,Medium
40884180,9,52.56,2025-12-18 23:00:00,29.38,Medium
40893979,1,4.0,2025-12-18 17:00:00,0.0,Low
40917063,27,37.85,2025-12-18 10:00:00,30.08,Medium
40917728,16,58.69,2025-12-17 23:00:00,29.04,Medium
40973276,29,147.72,2025-12-17 18:00:00,28.92,High
40974590,22,21.09,2025-12-18 17:00:00,26.96,Medium
40978309,21,66.1,2025-12-18 09:00:00,28.04,Medium
40979555,26,63.62,2025-12-18 19:00:00,30.25,Medium
41017872,27,155.89,2025-12-18 07:00:00,30.0,High
41021470,18,30.5,2025-12-17 17:00:00,28.29,Medium
41034768,23,37.26,2025-12-18 17:00:00,30.67,Medium
41037826,31,34.48,2025-12-18 21:00:00,30.46,Medium
41079190,20,17.75,2025-12-15 00:00:00,25.21,Medium
41081290,21,38.86,2025-12-13 00:00:00,24.71,Medium
41103398,22,79.05,2025-12-18 22:00:00,30.25,Medium
41107544,17,46.12,2025-12-18 00:00:00,26.79,Medium
41120025,17,12.18,2025-12-18 11:00:00,26.96,Low
41138904,29,38.14,2025-12-18 21:00:00,30.62,Medium
41158917,27,33.07,2025-12-18 20:00:00,30.5,Medium
41182866,19,41.58,2025-12-18 22:00:00,29.38,Medium
41200428,8,24.0,2025-12-15 13:00:00,14.08,Low
41211181,30,44.3,2025-12-18 19:00:00,30.38,Medium
41219954,1,3.0,2025-11-29 17:00:00,0.0,Low
41228489,15,40.93,2025-12-18 21:00:00,30.38,Medium
41233588,23,40.61,2025-12-18 23:00:00,30.29,Medium
41261027,20,24.55,2025-12-13 22:00:00,25.54,Medium
41265943,18,19.22,2025-12-18 20:00:00,30.29,Medium
41267769,29,58.52,2025-12-18 19:00:00,30.5,Medium
41268198,28,119.64,2025-12-17 13:00:00,27.54,High
41279667,26,53.96,2025-12-18 19:00:00,30.5,Medium
41286340,27,94.26,2025-12-18 18:00:00,30.33,High
41291540,17,18.24,2025-12-16 23:00:00,25.17,Medium
41309171,5,20.8,2025-12-18 19:00:00,28.88,Low
41320562,20,81.55,2025-12-08 11:00:00,20.04,Medium
41324527,29,66.72,2025-12-18 18:00:00,30.42,High
41333358,30,14.9,2025-12-18 16:00:00,29.88,Medium
41349842,21,9.38,2025-12-18 14:00:00,29.21,Low
41388946,28,70.64,2025-12-18 17:00:00,29.83,High
41440011,24,43.92,2025-12-15 19:00:00,27.79,Medium
41442365,26,19.85,2025-12-18 23:00:00,26.58,Medium
41449959,26,23.62,2025-12-18 23:00:00,29.54,Medium
41465121,7,17.86,2025-12-12 12:00:00,8.17,Low
41487930,21,29.57,2025-12-18 22:00:00,30.46,Medium
41509515,13,27.31,2025-12-16 20:00:00,22.79,Medium
41539251,15,25.53,2025-12-18 09:00:00,28.71,Medium
41547180,24,33.92,2025-12-18 22:00:00,30.46,Medium
41564229,26,28.42,2025-12-17 20:00:00,27.96,Medium
41566029,23,31.39,2025-12-15 23:00:00,27.17,Medium
41575513,24,36.88,2025-12-18 20:00:00,30.0,Medium
41584192,29,104.97,2025-12-18 22:00:00,30.25,High
41599542,11,24.82,2025-12-14 17:00:00,25.21,Medium
41650796,23,27.83,2025-12-18 20:00:00,30.29,Medium
41671149,24,38.67,2025-12-17 16:00:00,27.33,Medium
41705089,16,37.06,2025-12-18 13:00:00,24.21,Medium
41718632,18,46.44,2025-12-18 15:00:00,28.75,Medium
41731853,2,4.0,2025-12-11 17:00:00,22.5,Low
41745316,24,72.29,2025-12-18 21:00:00,30.58,Medium
41745786,31,50.68,2025-12-18 16:00:00,29.88,Medium
41753507,26,16.27,2025-12-18 10:00:00,28.5,Medium
41774315,19,29.74,2025-12-17 07:00:00,29.04,Medium
41786809,21,20.48,2025-12-18 22:00:00,26.5,Medium
41789801,15,28.33,2025-12-18 20:00:00,20.96,Medium
41798966,30,111.13,2025-12-18 20:00:00,30.83,High
41818010,18,21.17,2025-12-18 18:00:00,23.96,Medium
41825235,13,10.54,2025-12-17 11:00:00,29.04,Low
41831177,22,83.5,2025-12-18 06:00:00,29.96,Medium
41865396,24,60.58,2025-12-18 20:00:00,29.0,Medium
41868482,12,28.25,2025-12-17 19:00:00,23.08,Medium
41872955,29,33.17,2025-12-18 22:00:00,30.54,Medium
41890917,21,35.33,2025-12-18 16:00:00,30.25,Medium
41897121,6,2.5,2025-12-16 08:00:00,19.88,Low
41907729,27,46.74,2025-12-18 23:00:00,30.46,Medium
41919803,19,54.63,2025-12-13 18:00:00,25.42,Medium
41929479,10,116.9,2025-12-13 00:00:00,24.96,Medium
41938273,29,77.79,2025-12-18 23:00:00,30.58,High
41979181,22,74.95,2025-12-18 23:00:00,30.67,Medium
41986120,4,63.25,2025-12-16 23:00:00,8.21,Medium
41986655,31,135.13,2025-12-18 15:00:00,30.58,High
41993155,26,28.31,2025-12-18 18:00:00,30.75,Medium
42012969,22,28.95,2025-12-18 21:00:00,30.54,Medium
42021027,9,20.89,2025-12-14 18:00:00,25.71,Low
42024448,18,16.72,2025-12-17 21:00:00,29.17,Medium
42031986,31,58.13,2025-12-18 22:00:00,30.58,Medium
42049337,26,94.65,2025-12-18 23:00:00,30.96,High
42049679,27,43.93,2025-12-18 21:00:00,30.54,Medium
42063682,16,63.44,2025-12-18 19:00:00,18.29,Medium
42085231,16,67.06,2025-12-18 14:00:00,27.83,Medium
42089925,29,83.55,2025-12-18 20:00:00,30.5,High
42111305,25,44.44,2025-12-17 10:00:00,29.08,Medium
42112755,13,26.92,2025-12-16 11:00:00,25.75,Medium
42113872,29,68.48,2025-12-18 20:00:00,29.58,High
42137404,8,17.62,2025-12-18 13:00:00,16.96,Low
42170243,24,42.38,2025-12-18 18:00:00,30.5,Medium
42208524,31,91.23,2025-12-18 20:00:00,30.62,High
42210592,27,31.85,2025-12-16 13:00:00,27.96,Medium
42213703,15,72.67,2025-12-16 18:00:00,26.17,Medium
42225359,2,8.5,2025-12-10 14:00:00,18.62,Low
42227520,25,37.6,2025-12-18 22:00:00,30.0,Medium
42248597,6,28.67,2025-12-18 22:00:00,19.46,Low
42277201,16,10.19,2025-12-16 17:00:00,28.33,Low
42281108,1,103.0,2025-12-15 11:00:00,0.04,Low
42340446,4,6.0,2025-12-11 10:00:00,22.54,Low
42356075,11,42.82,2025-12-16 20:00:00,25.92,Medium
42391011,23,31.65,2025-12-15 22:00:00,27.54,Medium
42407685,14,29.71,2025-12-13 20:00:00,25.5,Medium
42427256,24,36.0,2025-12-17 00:00:00,29.0,Medium
42447641,21,33.05,2025-12-17 15:00:00,23.67,Medium
42450575,20,52.75,2025-12-18 22:00:00,28.08,Medium
42453068,5,14.6,2025-12-10 20:00:00,16.17,Low
42461054,21,33.05,2025-12-17 10:00:00,29.42,Medium
42479497,18,44.94,2025-12-17 13:00:00,28.71,Medium
42501145,31,98.39,2025-12-18 16:00:00,29.96,High
42503802,21,19.81,2025-12-18 21:00:00,28.21,Medium
42526349,23,54.83,2025-12-18 22:00:00,30.12,Medium
42527310,12,24.67,2025-12-16 22:00:00,28.62,Medium
42565296,22,23.5,2025-12-18 23:00:00,30.17,Medium
42599112,31,137.06,2025-12-18 14:00:00,30.17,High
42601828,18,17.28,2025-12-18 23:00:00,30.21,Medium
42636726,10,20.4,2025-12-16 19:00:00,17.96,Low
42653201,20,32.65,2025-12-17 20:00:00,29.54,Medium
42653601,30,48.53,2025-12-18 20:00:00,30.5,Medium
42676532,16,49.5,2025-12-18 21:00:00,28.12,Medium
42677791,28,28.93,2025-12-17 10:00:00,28.79,Medium
42681705,10,16.1,2025-12-12 22:00:00,22.04,Low
42694858,24,48.71,2025-12-18 17:00:00,29.17,Medium
42719621,15,27.07,2025-12-18 22:00:00,29.54,Medium
42723928,10,49.4,2025-12-17 10:00:00,13.96,Medium
42743566,29,92.34,2025-12-18 23:00:00,30.46,High
42756881,10,36.6,2025-12-18 20:00:00,19.25,Medium
42768689,10,16.4,2025-12-15 13:00:00,20.04,Low
42801008,4,12.25,2025-12-16 21:00:00,26.33,Low
42819104,14,9.86,2025-12-17 19:00:00,27.38,Low
42844200,21,14.9,2025-12-15 01:00:00,26.62,Medium
42851945,27,30.26,2025-12-18 20:00:00,30.29,Medium
42864059,16,56.81,2025-12-18 14:00:00,21.04,Medium
42879294,30,35.13,2025-12-18 22:00:00,30.38,Medium
42924297,9,21.22,2025-12-15 20:00:00,21.96,Low
42930798,31,82.45,2025-12-18 20:00:00,29.96,High
42966250,23,52.39,2025-12-18 01:00:00,30.04,Medium
42973948,31,59.19,2025-12-18 22:00:00,30.25,Medium
42982005,27,22.48,2025-12-18 23:00:00,30.0,Medium
42986678,28,53.46,2025-12-18 23:00:00,30.54,Medium
42993694,15,14.4,2025-12-14 07:00:00,23.88,Low
43022968,26,48.35,2025-12-18 22:00:00,30.54,Medium
43032378,27,114.41,2025-12-18 21:00:00,30.38,High
43042442,23,49.09,2025-12-18 17:00:00,30.33,Medium
43051852,29,245.21,2025-12-18 21:00:00,30.54,High
43052420,31,120.68,2025-12-18 22:00:00,30.46,High
43056888,9,18.0,2025-12-17 19:00:00,28.79,Low
43072618,25,88.76,2025-12-18 22:00:00,30.5,High
43084101,23,23.78,2025-12-18 17:00:00,30.42,Medium
43109583,24,24.42,2025-12-18 03:00:00,28.58,Medium
43136382,30,83.0,2025-12-18 18:00:00,30.29,High
43139118,21,38.0,2025-12-18 20:00:00,30.29,Medium
43150394,31,109.06,2025-12-18 22:00:00,30.42,High
43186720,18,75.22,2025-12-18 21:00:00,27.38,Medium
43234037,20,18.35,2025-12-14 11:00:00,26.0,Medium
43235372,2,26.5,2025-11-26 21:00:00,0.92,Low
43238774,29,37.17,2025-12-18 18:00:00,30.33,Medium
43245800,24,28.38,2025-12-18 23:00:00,30.96,Medium
43250746,24,171.58,2025-12-18 17:00:00,29.83,High
43264060,19,42.16,2025-12-18 07:00:00,29.62,Medium
43284343,28,88.43,2025-12-18 22:00:00,30.58,High
43288343,28,47.5,2025-12-18 19:00:00,30.5,Medium
43294769,20,39.65,2025-12-17 21:00:00,29.88,Medium
43300693,26,115.92,2025-12-18 22:00:00,30.54,High
43348892,22,34.68,2025-12-15 23:00:00,27.38,Medium
43349674,13,51.38,2025-12-18 20:00:00,24.83,Medium
43380742,16,26.62,2025-12-18 16:00:00,28.79,Medium
43399261,21,92.38,2025-12-15 21:00:00,27.67,High
43409746,16,29.38,2025-12-18 22:00:00,29.04,Medium
43445641,16,60.44,2025-12-18 21:00:00,29.38,Medium
43468469,29,99.59,2025-12-18 19:00:00,30.46,High
43472060,24,80.79,2025-12-17 08:00:00,27.67,High
43488815,30,36.03,2025-12-18 20:00:00,30.38,Medium
43491458,27,42.56,2025-12-17 08:00:00,29.0,Medium
43522898,15,23.53,2025-12-18 20:00:00,29.29,Medium
43545603,13,31.69,2025-12-14 09:00:00,23.04,Medium
43586684,29,85.55,2025-12-18 21:00:00,30.62,High
43587789,17,15.29,2025-12-18 19:00:00,30.79,Medium
43592945,30,118.37,2025-12-18 23:00:00,30.33,High
43600529,13,12.92,2025-12-18 21:00:00,29.46,Low
43603561,20,40.65,2025-12-17 16:00:00,28.29,Medium
43621565,21,60.57,2025-12-18 23:00:00,30.96,Medium
43622802,19,23.68,2025-12-18 20:00:00,27.04,Medium
43624984,20,68.75,2025-12-16 20:00:00,27.33,Medium
43626933,29,72.86,2025-12-18 11:00:00,30.46,High
43631068,25,91.36,2025-12-18 10:00:00,30.08,High
43645191,15,11.2,2025-12-18 23:00:00,30.04,Low
43660726,27,45.41,2025-12-18 23:00:00,30.5,Medium
43729347,26,51.96,2025-12-18 20:00:00,30.25,Medium
43735631,28,17.68,2025-12-18 14:00:00,30.29,Medium
43738222,23,42.61,2025-12-18 16:00:00,30.04,Medium
43759361,2,38.0,2025-11-28 18:00:00,9.08,Low
43761964,10,37.8,2025-12-16 22:00:00,24.12,Medium
43794910,26,172.15,2025-12-18 15:00:00,30.58,High
43796808,15,69.8,2025-12-18 11:00:00,29.5,Medium
43801317,5,16.0,2025-12-13 00:00:00,24.54,Low
43803932,14,146.64,2025-12-18 23:00:00,13.67,High
43841794,13,29.0,2025-12-16 11:00:00,27.0,Medium
43855246,31,165.97,2025-12-18 23:00:00,30.62,High
43856355,11,14.36,2025-12-16 16:00:00,18.17,Low
43857558,30,112.4,2025-12-18 22:00:00,30.92,High
43858783,25,13.16,2025-12-18 17:00:00,30.38,Medium
43864355,26,86.12,2025-12-17 07:00:00,28.46,High
43864538,31,137.26,2025-12-18 21:00:00,30.54,High
43865641,27,41.59,2025-12-18 22:00:00,30.58,Medium
43916471,23,33.48,2025-12-18 17:00:00,30.17,Medium
43931030,13,27.38,2025-12-17 19:00:00,25.38,Medium
43953561,14,12.29,2025-12-18 19:00:00,29.25,Low
43971939,6,19.83,2025-12-17 20:00:00,28.54,Low
43979611,19,23.05,2025-12-18 13:00:00,30.54,Medium
43983889,19,29.05,2025-12-18 20:00:00,24.08,Medium
43987061,13,25.08,2025-12-18 18:00:00,30.29,Medium
43991184,17,10.53,2025-12-18 00:00:00,26.0,Low
44005966,27,79.85,2025-12-18 02:00:00,30.08,High
44013360,21,21.52,2025-12-15 23:00:00,27.04,Medium
44041747,25,33.56,2025-12-18 22:00:00,30.12,Medium
44048864,2,86.0,2025-11-19 22:00:00,1.92,Low
44057668,16,13.25,2025-12-18 10:00:00,29.83,Low
44059193,31,79.0,2025-12-18 21:00:00,30.67,High
44073291,13,25.85,2025-12-12 18:00:00,24.0,Medium
44076621,24,17.67,2025-12-18 20:00:00,30.12,Medium
44088250,16,10.38,2025-12-14 00:00:00,25.75,Low
44109897,19,51.42,2025-12-15 18:00:00,23.0,Medium
44130547,29,47.17,2025-12-18 22:00:00,30.46,Medium
44138845,25,37.88,2025-12-18 23:00:00,30.96,Medium
44140222,30,62.97,2025-12-18 22:00:00,30.46,High
44144817,19,27.53,2025-12-18 09:00:00,28.46,Medium
44152472,20,21.9,2025-12-18 21:00:00,27.04,Medium
44154986,30,87.37,2025-12-18 20:00:00,30.5,High
44189601,24,39.75,2025-12-17 22:00:00,28.92,Medium
44193672,31,151.74,2025-12-18 22:00:00,30.46,High
44220176,17,13.0,2025-12-18 16:00:00,30.62,Low
44221621,14,14.64,2025-12-16 16:00:00,24.12,Low
44224665,29,41.38,2025-12-18 23:00:00,30.58,Medium
44247352,13,15.0,2025-12-17 12:00:00,27.12,Low
44267557,16,14.44,2025-12-17 19:00:00,29.38,Low
44317470,4,22.25,2025-12-16 19:00:00,15.08,Low
44324837,30,79.17,2025-12-18 23:00:00,30.5,High
44365875,23,102.61,2025-12-16 02:00:00,28.08,High
44381467,31,54.19,2025-12-18 23:00:00,30.33,Medium
44389792,28,74.18,2025-12-18 14:00:00,30.29,High
44392514,29,63.14,2025-12-18 23:00:00,30.29,Medium
44397875,6,6.17,2025-12-14 15:00:00,19.96,Low
44416128,11,5.18,2025-12-17 17:00:00,28.96,Low
44431225,14,11.64,2025-12-16 13:00:00,28.08,Low
44433489,11,21.91,2025-12-18 09:00:00,29.0,Low
44444422,21,40.19,2025-12-14 01:00:00,25.54,Medium
44445119,21,19.38,2025-12-18 07:00:00,29.96,Medium
44446177,19,21.47,2025-12-18 12:00:00,26.46,Medium
44448258,2,21.0,2025-12-18 14:00:00,27.62,Low
44462249,10,43.0,2025-12-18 23:00:00,23.38,Medium
44479518,27,70.81,2025-12-18 20:00:00,30.08,High
44492877,18,16.78,2025-12-18 21:00:00,24.04,Medium
44500908,31,32.87,2025-12-18 16:00:00,30.67,Medium
44503140,28,25.64,2025-12-18 23:00:00,29.92,Medium
44521455,17,15.65,2025-12-18 13:00:00,29.5,Medium
44542843,24,33.54,2025-12-16 17:00:00,27.04,Medium
44547812,4,6.25,2025-12-18 16:00:00,16.96,Low
44567219,1,8.0,2025-12-11 14:00:00,0.0,Low
44573524,22,22.14,2025-12-16 17:00:00,28.21,Medium
44580650,19,39.47,2025-12-18 06:00:00,30.0,Medium
44614693,16,15.19,2025-12-18 18:00:00,28.75,Low
44632141,7,10.43,2025-12-18 14:00:00,26.71,Low
44640814,26,50.23,2025-12-18 20:00:00,30.12,Medium
44663398,22,16.77,2025-12-16 22:00:00,28.92,Medium
44683766,30,31.13,2025-12-18 13:00:00,30.04,Medium
44706382,16,42.25,2025-12-17 22:00:00,29.25,Medium
44710562,27,53.19,2025-12-18 21:00:00,30.46,Medium
44711100,21,71.38,2025-12-18 22:00:00,25.46,Medium
44725106,23,21.83,2025-12-18 21:00:00,30.62,Medium
44738368,24,59.46,2025-12-18 21:00:00,29.88,Medium
44748590,29,59.48,2025-12-18 21:00:00,30.17,Medium
44806939,31,168.97,2025-12-18 23:00:00,30.96,High
44808401,17,33.06,2025-12-12 14:00:00,23.88,Medium
44817147,20,85.65,2025-12-18 18:00:00,29.83,Medium
44849978,16,35.5,2025-12-16 15:00:00,27.96,Medium
44850256,16,23.56,2025-12-17 10:00:00,28.79,Medium
44875328,18,13.11,2025-12-13 11:00:00,23.83,Low
44880226,31,67.52,2025-12-18 07:00:00,30.25,High
44908934,27,89.59,2025-12-18 21:00:00,30.75,High
44909131,27,41.41,2025-12-18 20:00:00,30.5,Medium
44914992,24,21.71,2025-12-18 19:00:00,30.5,Medium
44961770,5,7.0,2025-12-07 17:00:00,16.88,Low
44976866,10,12.1,2025-12-18 20:00:00,30.42,Low
44981629,21,24.9,2025-12-18 20:00:00,29.88,Medium
44985159,4,6.25,2025-12-12 20:00:00,22.46,Low
45021776,2,25.5,2025-12-12 21:00:00,7.54,Low
45022376,9,41.11,2025-12-17 22:00:00,29.92,Medium
45051306,19,32.37,2025-12-11 16:00:00,23.08,Medium
45069561,21,32.95,2025-12-18 20:00:00,30.71,Medium
45073084,25,34.28,2025-12-17 16:00:00,29.33,Medium
45074656,7,44.71,2025-11-26 13:00:00,8.17,Medium
45079225,24,26.62,2025-12-17 12:00:00,27.12,Medium
45081001,31,92.29,2025-12-18 20:00:00,30.5,High
45094965,20,23.6,2025-12-17 20:00:00,27.38,Medium
45101614,15,25.93,2025-12-18 17:00:00,26.08,Medium
45133531,18,26.67,2025-12-17 09:00:00,27.88,Medium
45149630,9,16.33,2025-12-12 14:00:00,24.58,Low
45159377,9,8.78,2025-12-18 11:00:00,10.96,Low
45163199,4,10.75,2025-12-13 13:00:00,3.42,Low
45180723,5,59.4,2025-12-17 21:00:00,25.0,Medium
45206837,16,22.25,2025-12-18 03:00:00,29.08,Medium
45208426,6,28.0,2025-12-13 22:00:00,18.25,Low
45253676,17,62.88,2025-12-18 22:00:00,27.42,Medium
45258440,21,12.19,2025-12-18 19:00:00,29.29,Medium
45285339,25,26.44,2025-12-18 22:00:00,30.17,Medium
45317186,2,141.0,2025-12-16 14:00:00,0.71,Medium
45360868,31,82.55,2025-12-18 18:00:00,30.25,High
45384478,29,82.0,2025-12-18 10:00:00,29.46,High
45398630,6,15.0,2025-12-17 20:00:00,29.58,Low
45405795,1,316.0,2025-12-18 19:00:00,0.75,Medium
45433328,29,120.59,2025-12-18 05:00:00,30.21,High
45434795,7,7.86,2025-12-11 07:00:00,22.42,Low
45460855,12,15.0,2025-12-18 00:00:00,28.12,Low
45463421,30,72.87,2025-12-18 22:00:00,30.42,High
45473276,31,106.87,2025-12-18 13:00:00,30.25,High
45487249,14,43.14,2025-12-18 23:00:00,30.54,Medium
45519798,1,190.0,2025-12-18 22:00:00,0.12,Low
45541267,15,9.13,2025-12-18 10:00:00,30.08,Low
45542148,15,22.47,2025-12-18 16:00:00,29.83,Medium
45543836,9,8.78,2025-12-15 00:00:00,24.38,Low
45544099,23,24.96,2025-12-17 14:00:00,29.0,Medium
45563112,25,93.48,2025-12-18 20:00:00,26.79,High
45581890,4,35.0,2025-12-17 23:00:00,14.08,Low
45598577,19,27.58,2025-12-18 01:00:00,30.04,Medium
45612771,17,6.94,2025-12-16 20:00:00,28.42,Low
45616833,14,28.71,2025-12-18 13:00:00,17.96,Medium
45620035,28,47.39,2025-12-18 20:00:00,30.42,Medium
45642765,6,11.67,2025-12-18 17:00:00,23.17,Low
45649071,29,425.76,2025-12-18 21:00:00,30.58,High
45659906,30,51.63,2025-12-18 00:00:00,30.0,Medium
45660059,30,65.3,2025-12-18 23:00:00,30.12,High
45714300,13,15.46,2025-12-15 12:00:00,26.71,Low
45743550,31,209.16,2025-12-18 23:00:00,30.54,High
45754541,20,27.6,2025-12-18 00:00:00,29.42,Medium
45772052,26,38.19,2025-12-18 21:00:00,30.38,Medium
45773960,19,22.95,2025-12-17 23:00:00,28.67,Medium
45795160,13,13.31,2025-12-17 13:00:00,29.33,Low
45796530,24,41.29,2025-12-18 16:00:00,30.21,Medium
45801743,18,26.56,2025-12-18 14:00:00,30.17,Medium
45820472,6,18.67,2025-12-18 17:00:00,4.92,Low
45824154,20,48.95,2025-12-18 16:00:00,20.75,Medium
45865960,25,97.0,2025-12-18 20:00:00,30.04,High
45881494,3,3.0,2025-12-11 22:00:00,7.25,Low
45892186,19,35.89,2025-12-18 18:00:00,30.29,Medium
45897708,21,38.48,2025-12-18 21:00:00,30.0,Medium
45900362,16,24.69,2025-12-18 19:00:00,29.08,Medium
45921788,26,67.12,2025-12-18 21:00:00,29.0,Medium
45926523,24,78.0,2025-12-18 20:00:00,29.92,High
45943442,26,69.73,2025-12-16 01:00:00,28.04,Medium
45966877,30,135.73,2025-12-18 21:00:00,30.67,High
45986000,5,10.2,2025-12-15 17:00:00,16.33,Low
46010057,24,26.29,2025-12-18 13:00:00,28.08,Medium
46010609,23,23.3,2025-12-18 21:00:00,29.29,Medium
46011980,20,12.25,2025-12-18 14:00:00,29.88,Low
46023224,28,103.54,2025-12-18 00:00:00,30.0,High
46037072,9,19.56,2025-12-17 21:00:00,28.0,Low
46043523,24,33.67,2025-12-16 18:00:00,28.21,Medium
46058933,3,15.33,2025-12-18 18:00:00,24.33,Low
46066007,27,110.89,2025-12-18 21:00:00,30.08,High
46086237,10,12.3,2025-12-15 15:00:00,25.17,Low
46094459,17,35.35,2025-12-18 10:00:00,26.88,Medium
46112521,27,30.41,2025-12-18 20:00:00,30.54,Medium
46129619,9,7.67,2025-12-05 14:00:00,17.0,Low
46133505,24,132.5,2025-12-17 20:00:00,27.33,High
46143156,23,50.39,2025-12-18 23:00:00,30.96,Medium
46207221,4,19.5,2025-12-12 13:00:00,21.12,Low
46231195,27,48.89,2025-12-18 20:00:00,30.42,Medium
46241573,3,39.0,2025-12-12 21:00:00,17.12,Low
46247152,28,44.39,2025-12-17 16:00:00,29.17,Medium
46249710,8,27.25,2025-12-18 18:00:00,19.46,Low
46274658,31,108.55,2025-12-18 08:00:00,29.58,High
46288368,28,47.86,2025-12-18 06:00:00,29.75,Medium
46312993,16,31.38,2025-12-18 14:00:00,29.96,Medium
46313814,31,60.29,2025-12-18 20:00:00,30.58,High
46327874,20,34.55,2025-12-18 09:00:00,28.67,Medium
46334333,23,25.09,2025-12-18 23:00:00,30.46,Medium
46344003,25,30.24,2025-12-18 21:00:00,30.21,Medium
46349725,16,26.38,2025-12-18 18:00:00,28.5,Medium
46351917,2,5.5,2025-12-09 16:00:00,1.33,Low
46375902,19,24.37,2025-12-18 23:00:00,30.21,Medium
46387925,4,13.75,2025-12-17 14:00:00,22.04,Low
46405869,29,27.48,2025-12-18 22:00:00,30.5,Medium
46408460,5,50.8,2025-12-18 03:00:00,4.29,Medium
46428221,28,215.5,2025-12-18 21:00:00,30.58,High
46433093,11,26.0,2025-12-18 03:00:00,24.25,Medium
46445715,14,59.29,2025-12-18 07:00:00,29.46,Medium
46448251,1,6.0,2025-11-18 20:00:00,0.0,Low
46455628,14,11.21,2025-12-18 19:00:00,29.21,Low
46468680,23,55.87,2025-12-18 22:00:00,30.42,Medium
46468716,14,26.86,2025-12-16 05:00:00,27.75,Medium
46482511,30,42.33,2025-12-18 20:00:00,30.62,Medium
46483165,31,52.97,2025-12-18 21:00:00,30.33,Medium
46485348,24,32.96,2025-12-18 23:00:00,30.5,Medium
46486820,18,23.22,2025-12-18 19:00:00,30.42,Medium
46515907,22,20.14,2025-12-17 13:00:00,28.67,Medium
46523853,30,34.43,2025-12-18 22:00:00,30.67,Medium
46591450,13,23.15,2025-12-08 22:00:00,20.54,Medium
46598584,27,48.48,2025-12-18 15:00:00,30.25,Medium
46607628,26,52.73,2025-12-18 23:00:00,30.92,Medium
46610519,29,49.24,2025-12-18 17:00:00,29.83,Medium
46611643,20,22.4,2025-12-16 22:00:00,28.54,Medium
46661434,13,8.77,2025-12-17 11:00:00,27.67,Low
46661935,31,121.32,2025-12-18 21:00:00,30.54,High
46669341,10,27.2,2025-12-18 00:00:00,28.42,Medium
46716857,5,11.4,2025-12-17 19:00:00,17.33,Low
46728090,25,37.88,2025-12-18 19:00:00,30.5,Medium
46793743,27,41.15,2025-12-18 14:00:00,30.58,Medium
46830856,8,30.88,2025-12-13 20:00:00,24.54,Low
46840769,7,15.71,2025-12-13 15:00:00,18.71,Low
46877762,24,13.71,2025-12-18 20:00:00,30.58,Medium
46914246,25,52.52,2025-12-17 14:00:00,29.33,Medium
46945718,9,13.11,2025-12-18 14:00:00,22.79,Low
46955464,30,23.8,2025-12-18 22:00:00,30.62,Medium
46978329,13,28.23,2025-12-16 08:00:00,23.0,Medium
46989305,15,29.33,2025-12-15 23:00:00,27.42,Medium
46997903,28,28.71,2025-12-18 16:00:00,30.42,Medium
47009589,20,20.65,2025-12-18 21:00:00,30.04,Medium
47011604,18,20.17,2025-12-18 11:00:00,28.88,Medium
47038183,31,89.81,2025-12-18 22:00:00,30.12,High
47043568,12,23.17,2025-12-15 11:00:00,25.71,Medium
47047755,15,18.53,2025-12-17 23:00:00,29.58,Medium
47060411,31,122.1,2025-12-18 18:00:00,30.21,High
47063673,19,22.63,2025-12-15 06:00:00,26.67,Medium
47065671,30,117.0,2025-12-18 23:00:00,30.54,High
47065920,22,35.68,2025-12-18 23:00:00,29.0,Medium
47068102,3,11.67,2025-12-12 07:00:00,24.0,Low
47069591,4,12.75,2025-12-04 07:00:00,15.96,Low
47071587,19,19.79,2025-12-17 21:00:00,26.12,Medium
47074069,14,28.29,2025-12-18 16:00:00,24.71,Medium
47087121,24,32.12,2025-12-18 18:00:00,26.5,Medium
47090672,24,29.67,2025-12-17 15:00:00,29.12,Medium
