user_id,recent_5_actions,avg_recent_5_interval_min,pv_to_fav_count,pv_to_cart_count,pv_to_buy_count,has_behavior_chain
20653615,pv|pv|pv|pv|pv,0.0,7,38,11,1
20656785,pv|pv|pv|pv|pv,0.0,0,11,0,0
20663978,pv|pv|pv|pv|pv,0.0,9,19,8,0
20668159,pv|pv|pv|pv|pv,15.0,7,0,6,0
20683555,pv|pv|pv|pv|pv,15.0,1,3,2,0
20686051,pv|pv|pv|pv|pv,0.0,1,67,7,0
20692433,pv|pv|pv|pv|pv,510.0,0,4,4,0
20694838,pv|fav|pv|pv|pv,0.0,11,65,6,1
20719129,pv|pv|pv|pv|pv,165.0,0,0,0,0
20733935,pv|pv|pv|pv|pv,120.0,44,24,4,1
20747863,cart|pv|buy|pv|pv,0.0,0,2,0,1
20754693,pv|pv|pv|pv|pv,0.0,1,68,13,1
20773583,pv|pv|pv|pv|pv,0.0,27,2,7,1
20774386,pv|pv|pv|pv|pv,30.0,0,8,4,1
20774699,pv|pv|pv|pv|pv,450.0,0,0,2,0
20782693,pv|pv|pv|pv|pv,315.0,1,8,3,0
20786149,pv|pv|pv|pv|pv,15.0,32,56,24,1
20799662,pv|pv|pv|pv|pv,0.0,18,8,10,1
20824894,pv|pv|cart|pv|pv,0.0,1,41,17,1
20849275,pv|pv|pv|pv|pv,0.0,63,143,25,1
20853257,pv|pv|pv|pv|pv,0.0,14,0,6,0
20903813,pv|pv|pv|pv|pv,15.0,103,32,45,1
20909974,pv|pv|pv|fav|pv,0.0,35,15,3,1
20912759,pv|pv|pv|pv|pv,60.0,0,14,10,0
20942421,pv|pv|pv|pv|pv,0.0,0,0,3,0
20997825,pv|pv|pv|pv|pv,0.0,11,57,2,0
21023173,pv|pv|pv|pv|pv,0.0,3,37,6,1
21035609,pv|pv|pv|pv|pv,75.0,4,55,5,0
21038500,pv|pv|pv|pv|pv,0.0,44,33,11,1
21044561,pv|pv|pv|pv|pv,15.0,0,7,2,1
21070014,pv|fav|pv|pv|pv,0.0,280,0,2,0
21085638,fav|pv|pv|pv|pv,375.0,10,6,5,1
21089878,pv|pv|pv|pv|pv,0.0,1,6,14,1
21111117,pv|pv|pv|pv|pv,390.0,16,1,3,0
21114469,pv|pv|pv|pv|pv,0.0,2,3,1,0
21115351,pv|pv|pv|pv|pv,0.0,1,2,8,1
21131024,pv|pv|pv|pv|pv,315.0,0,28,15,1
21140632,pv|pv|pv|pv|pv,825.0,0,188,46,1
21161768,pv|pv|pv|pv|pv,0.0,9,1,1,0
21184528,pv|cart|pv|pv|pv,0.0,0,22,7,1
21185597,pv|pv|pv|pv|pv,870.0,4,8,2,0
21193363,pv|pv|fav|pv|pv,0.0,185,0,0,0
21195090,pv|pv|pv|pv|pv,30.0,1,31,12,1
21202467,pv|pv|pv|pv|pv,0.0,11,1,4,1
21210575,pv|pv|pv|pv|pv,0.0,1,1,0,0
21217939,pv|pv|pv|pv|pv,0.0,0,17,2,0
21226209,pv|pv|pv|pv|pv,0.0,1,0,1,0
21233965,pv|pv|cart|pv|pv,0.0,102,153,0,0
21266227,pv|pv|pv|pv|pv,30.0,0,10,10,1
21287960,pv|pv|pv|pv|pv,0.0,0,25,2,0
21329952,pv|pv|pv|pv|pv,6480.0,0,2,5,1
21332019,pv|pv|pv|pv|pv,0.0,2,21,11,0
21346761,pv|pv|pv|pv|pv,0.0,2,1,2,0
21355438,pv|pv|pv|pv|pv,120.0,0,80,11,1
21357495,pv|fav|pv|pv|fav,15.0,73,3,5,0
21358985,pv|pv|pv|pv|pv,0.0,13,10,10,0
21362103,pv|pv|pv|pv|pv,0.0,1,7,6,0
21363716,pv|pv|pv|pv|pv,0.0,0,81,8,0
21365758,pv|pv|pv|pv|pv,105.0,2,27,5,1
21375743,pv|pv|pv|pv|pv,0.0,17,52,24,1
21386838,pv|pv|pv|pv|pv,0.0,38,5,12,0
21397909,pv|pv|pv|cart|buy,0.0,23,18,7,1
21400875,pv|pv|pv|pv|pv,315.0,94,22,10,0
21405321,pv|pv|pv|pv|pv,885.0,3,0,2,0
21447166,pv|pv|pv|pv|pv,735.0,1,57,9,1
21465106,pv|pv|pv|pv|pv,0.0,168,115,86,1
21491689,pv|pv|pv|pv|pv,0.0,0,4,4,0
21505975,pv|pv|pv|pv|pv,0.0,2,3,2,0
21507233,pv|pv|pv|pv|pv,0.0,23,31,25,1
21536694,pv|pv|pv|pv|pv,0.0,1,23,2,0
21550476,pv|pv|pv|pv|pv,0.0,0,21,17,1
21552855,pv|pv|pv|pv|pv,1350.0,0,2,6,0
21562611,pv|pv|pv|pv|pv,0.0,1,123,26,1
21605110,pv|pv|pv|pv|pv,75.0,0,141,41,1
21625075,pv|pv|pv|pv|pv,0.0,149,14,2,0
21627259,pv|pv|pv|pv|pv,0.0,0,7,3,0
21633234,pv|pv|pv|pv|pv,0.0,1,19,1,0
21660809,pv|pv|pv|pv|pv,0.0,0,14,2,1
21669502,pv|pv|pv|pv|pv,15.0,32,9,12,0
21676430,pv|pv|pv|pv|buy,0.0,17,18,13,1
21696214,pv|pv|pv|pv|pv,15.0,56,11,8,0
21740397,buy|pv|fav|pv|pv,0.0,10,21,19,1
21743048,pv|pv|pv|cart|pv,0.0,335,284,53,1
21754104,pv|pv|pv|pv|pv,0.0,85,0,1,0
21775179,pv|pv|pv|pv|pv,0.0,3,0,1,0
21787418,pv|pv|pv|pv|buy,0.0,0,41,14,1
21790996,pv|pv|pv|pv|pv,0.0,21,26,17,1
21806254,pv|pv|fav|pv|pv,0.0,1,2,0,0
21818576,pv|pv|pv|pv|pv,0.0,0,25,5,0
21824858,pv|pv|pv|pv|pv,0.0,35,4,2,0
21832523,pv|pv|pv|pv|pv,45.0,42,6,16,1
21868086,pv|pv|pv|pv|pv,15.0,2,127,2,0
21875488,pv|pv|pv|pv|pv,120.0,74,41,12,0
21883663,pv|pv|pv|pv|pv,855.0,0,5,3,0
21904099,cart|pv|pv|cart|pv,2985.0,0,7,3,0
21905234,pv|pv|pv|pv|pv,0.0,2,0,1,1
21906850,pv|pv|pv|pv|pv,15.0,1,1,4,0
21923340,pv|pv|pv|pv|pv,1005.0,0,0,0,0
21931159,pv|pv|pv|pv|pv,0.0,0,26,8,0
21973088,fav|pv|fav|pv|pv,960.0,57,0,0,0
21978171,pv|pv|pv|pv|pv,0.0,139,118,49,1
21983803,pv|pv|pv|pv|pv,0.0,0,0,5,0
21984163,pv|pv|buy|pv|pv,0.0,0,2,2,0
21987574,pv|pv|pv|pv|pv,0.0,0,0,0,0
21991406,pv|pv|pv|pv|pv,105.0,0,6,4,0
21993808,pv|pv|pv|pv|pv,0.0,66,5,3,0
22005280,pv|pv|pv|pv|pv,0.0,1,7,1,0
22007082,pv|pv|pv|fav|pv,930.0,3,1,2,1
22040312,pv|pv|pv|pv|pv,0.0,2,6,9,0
22060610,pv|cart|pv|pv|pv,15.0,0,1,2,0
22076896,pv|pv|pv|pv|pv,15.0,72,7,8,1
22082857,pv|pv|pv|pv|pv,15.0,0,20,4,0
22094658,pv|pv|pv|pv|fav,0.0,31,0,6,0
22101245,pv|pv|pv|pv|pv,375.0,1,3,9,0
22107261,pv|pv|pv|pv|pv,0.0,2,21,1,1
22107955,pv|pv|pv|pv|pv,1110.0,0,0,0,0
22123389,pv|pv|pv|pv|pv,660.0,0,0,5,0
22125304,pv|pv|pv|pv|pv,15.0,23,120,22,1
22139217,pv|pv|pv|pv|pv,0.0,0,2,3,0
22149457,pv|pv|pv|pv|pv,240.0,16,3,7,0
22153508,pv|pv|pv|pv|pv,0.0,39,11,7,1
22158762,pv|pv|pv|pv|pv,0.0,19,62,10,0
22170979,pv|pv|pv|pv|pv,0.0,27,104,15,1
22178598,pv|pv|pv|fav|pv,360.0,54,2,2,0
22182160,pv|pv|pv|cart|pv,0.0,119,11,31,0
22183500,pv|pv|pv|pv|pv,180.0,90,4,4,1
22188362,pv|pv|pv|pv|pv,0.0,0,144,1,1
22207490,pv|pv|buy|pv|pv,0.0,0,7,7,0
22254224,pv|pv|pv|pv|pv,210.0,0,1,0,0
22273841,pv|pv|pv|pv|fav,0.0,28,1,5,0
22278371,fav|pv|pv|pv|pv,0.0,106,23,21,1
22281803,pv|pv|pv|pv|pv,45.0,0,0,1,0
22305188,pv|pv|pv|pv|pv,0.0,9,1,6,0
22310799,pv|pv|pv|pv|pv,0.0,0,0,2,0
22319406,pv|pv|pv|pv|pv,150.0,0,4,0,0
22340122,pv|pv|pv|pv|pv,0.0,0,55,22,1
22342118,pv|pv|pv|pv|pv,0.0,3,50,3,0
22369795,pv|pv|pv|pv|pv,30.0,4,85,16,1
22378126,pv|pv|pv|pv|pv,330.0,16,13,9,0
22393155,pv|pv|pv|pv|pv,0.0,10,140,73,1
22410346,pv|pv|pv|pv|pv,0.0,0,1,9,0
22422703,pv|pv|pv|pv|pv,0.0,7,1,6,0
22424853,pv|pv|pv|pv|pv,0.0,0,18,1,0
22425841,pv|pv|pv|pv|pv,45.0,1,26,6,1
22441068,pv|pv|pv|pv|pv,0.0,0,76,7,1
22444189,pv|pv|pv|pv|pv,0.0,2,96,28,1
22466822,pv|pv|pv|pv|pv,1050.0,0,0,2,0
22470460,pv|pv|pv|pv|pv,0.0,0,0,0,0
22497620,pv|pv|pv|pv|pv,0.0,0,21,24,1
22508323,pv|pv|pv|pv|pv,15.0,0,21,8,0
22509276,cart|pv|pv|pv|pv,0.0,2,85,20,1
22525341,pv|pv|pv|pv|pv,0.0,15,5,10,1
22555846,pv|pv|pv|pv|pv,0.0,5,7,7,1
22560823,pv|pv|pv|pv|pv,15.0,3,8,11,1
22577104,pv|pv|pv|pv|pv,90.0,7,0,3,1
22584113,pv|pv|pv|pv|pv,0.0,7,0,4,0
22600224,pv|pv|pv|pv|pv,60.0,35,2,9,0
22600903,pv|pv|pv|pv|pv,0.0,0,15,7,0
22607012,pv|pv|pv|pv|pv,0.0,0,2,1,0
22621152,pv|cart|pv|pv|pv,15.0,1,65,13,1
22627844,pv|fav|pv|pv|pv,0.0,30,18,1,0
22701535,pv|cart|pv|pv|pv,0.0,0,1,0,0
22717072,pv|pv|pv|pv|pv,15.0,3,93,24,1
22734359,pv|pv|pv|pv|pv,0.0,9,0,10,0
22746404,pv|pv|pv|pv|pv,0.0,0,37,0,0
22751272,pv|pv|pv|pv|pv,435.0,0,54,6,1
22762528,pv|pv|pv|pv|pv,765.0,0,2,5,1
22776936,pv|pv|pv|pv|pv,0.0,20,27,16,1
22779974,pv|pv|pv|pv|pv,60.0,3,110,36,1
22791027,pv|pv|pv|pv|pv,0.0,0,4,2,0
22802989,pv|pv|pv|pv|buy,105.0,7,6,8,1
22808710,pv|pv|pv|pv|pv,585.0,11,3,9,0
22841491,pv|fav|pv|pv|pv,0.0,29,28,21,1
22859350,pv|pv|pv|pv|pv,30.0,0,38,6,1
22869075,pv|pv|pv|buy|pv,0.0,0,0,1,0
22874532,pv|pv|pv|pv|pv,0.0,4,19,8,1
22878009,pv|pv|pv|pv|pv,195.0,0,9,4,1
22881368,pv|pv|pv|pv|pv,45.0,5,0,1,0
22882656,pv|pv|pv|pv|pv,0.0,10,30,4,0
22884828,pv|pv|pv|pv|pv,0.0,2,4,0,0
22901182,pv|pv|pv|pv|pv,0.0,1,47,8,1
22962826,pv|pv|pv|pv|pv,585.0,19,55,7,1
22981352,pv|pv|pv|cart|pv,0.0,2,54,10,0
22984722,pv|pv|pv|pv|pv,645.0,0,25,9,1
22992522,pv|pv|pv|pv|pv,0.0,0,98,11,1
22995367,pv|pv|pv|pv|pv,0.0,2,3,1,1
23014965,buy|pv|pv|pv|pv,345.0,35,299,13,1
23039189,pv|pv|pv|pv|pv,225.0,4,10,0,0
23043365,pv|pv|pv|pv|pv,15.0,0,30,15,1
23049176,buy|buy|buy|buy|buy,15.0,2,5,28,0
23065322,pv|pv|pv|pv|pv,0.0,0,5,0,1
23085950,pv|pv|pv|pv|pv,0.0,5,0,9,0
23095086,pv|pv|pv|pv|pv,0.0,3,7,3,0
23118960,pv|pv|pv|pv|pv,0.0,8,1,1,0
23130998,pv|pv|pv|pv|pv,0.0,31,10,8,1
23137309,pv|pv|pv|pv|pv,0.0,32,30,18,0
23159781,pv|pv|pv|pv|pv,0.0,40,17,13,1
23165095,pv|pv|pv|fav|pv,0.0,342,8,19,1
23167916,cart|pv|pv|pv|pv,135.0,0,3,0,1
23218222,fav|pv|pv|pv|pv,3870.0,4,0,0,0
23218973,pv|pv|pv|pv|pv,0.0,3,3,9,0
23223121,pv|pv|cart|pv|cart,0.0,0,30,8,1
23228065,pv|pv|pv|pv|pv,60.0,0,1,0,0
23231484,pv|pv|pv|pv|pv,0.0,10,10,9,1
23235438,pv|pv|pv|pv|pv,0.0,16,0,0,0
23236747,pv|pv|pv|pv|pv,0.0,0,0,1,0
23248133,pv|pv|pv|cart|cart,165.0,0,163,11,1
23260181,pv|pv|pv|pv|pv,0.0,67,22,27,1
23276219,pv|pv|pv|pv|pv,135.0,1,0,2,0
23296153,pv|pv|pv|pv|pv,0.0,16,9,0,1
23316310,pv|pv|pv|pv|pv,0.0,39,17,2,1
23326854,pv|pv|pv|pv|pv,45.0,50,141,11,1
23330391,fav|pv|fav|pv|pv,15.0,23,10,10,1
23341818,cart|pv|pv|pv|pv,0.0,1,37,12,1
23346515,pv|pv|pv|pv|pv,105.0,0,1,0,0
23357120,pv|pv|pv|pv|pv,0.0,1,67,0,0
23359188,pv|pv|pv|pv|cart,15.0,0,6,3,0
23362360,pv|pv|pv|pv|pv,0.0,21,35,11,0
23367131,pv|pv|pv|pv|pv,0.0,158,99,12,1
23376907,pv|pv|pv|pv|pv,0.0,17,5,3,0
23384426,pv|pv|pv|pv|pv,0.0,0,0,1,0
23419403,pv|pv|pv|pv|pv,0.0,20,3,12,0
23439550,pv|cart|pv|pv|pv,0.0,0,43,3,1
23442968,pv|pv|pv|pv|pv,30.0,36,20,2,0
23446150,pv|pv|pv|pv|pv,0.0,148,8,12,0
23482875,pv|pv|pv|pv|pv,0.0,0,32,2,0
23483451,pv|pv|pv|pv|pv,2700.0,1,1,4,0
23516965,pv|pv|pv|pv|pv,0.0,0,13,0,0
23574912,pv|pv|pv|pv|pv,225.0,0,2,2,0
23591123,pv|pv|pv|pv|pv,0.0,87,23,9,1
23591419,pv|pv|pv|pv|pv,15.0,0,0,0,0
23593325,pv|pv|pv|pv|pv,0.0,1,39,12,1
23613746,pv|pv|pv|cart|pv,0.0,3,88,16,1
23668132,pv|pv|pv|pv|pv,0.0,0,5,1,0
23687099,cart|pv|pv|pv|pv,15.0,0,3,2,0
23688052,cart|pv|pv|pv|pv,60.0,0,13,0,0
23690219,pv|pv|pv|pv|pv,4650.0,0,7,0,0
23740258,pv|pv|pv|pv|pv,0.0,12,7,5,1
23757860,pv|pv|pv|cart|pv,0.0,25,8,2,0
23770338,pv|pv|pv|pv|pv,945.0,0,8,3,0
23793674,pv|pv|buy|pv|pv,0.0,0,7,2,1
23796078,pv|pv|pv|pv|pv,1245.0,2,0,0,0
23803693,cart|pv|pv|pv|pv,0.0,0,1,1,0
23827809,pv|pv|pv|pv|pv,0.0,0,50,2,1
23828185,pv|pv|pv|pv|pv,930.0,1,3,2,1
23838725,pv|pv|pv|buy|cart,15.0,9,2,2,0
23847626,pv|pv|pv|pv|pv,0.0,3,5,6,0
23860674,pv|pv|pv|pv|pv,60.0,3,33,6,1
23873275,pv|pv|pv|pv|pv,0.0,2,15,4,0
23916542,pv|pv|pv|pv|pv,15.0,0,9,9,1
23923497,pv|pv|pv|pv|pv,210.0,11,28,11,1
23937847,pv|pv|buy|pv|pv,1200.0,1,1,1,0
23958465,pv|fav|pv|pv|pv,0.0,104,21,10,1
24000198,pv|pv|pv|pv|pv,0.0,35,7,19,0
24029586,pv|pv|pv|pv|pv,0.0,0,7,0,0
24033530,pv|pv|pv|pv|pv,0.0,38,0,0,0
24047653,pv|pv|pv|pv|pv,0.0,0,2,1,0
24057036,pv|pv|pv|pv|pv,0.0,1,29,5,0
24062806,pv|pv|pv|pv|pv,0.0,47,109,10,1
24063164,pv|pv|pv|pv|pv,0.0,1,0,0,0
24089111,pv|pv|pv|pv|pv,0.0,0,40,7,1
24105656,pv|pv|pv|pv|pv,0.0,12,8,0,0
24118436,pv|pv|pv|pv|pv,30.0,7,2,7,0
24123047,pv|pv|pv|pv|pv,615.0,0,5,11,1
24132976,buy|pv|pv|pv|pv,315.0,12,6,4,0
24139240,pv|pv|pv|pv|cart,15.0,0,10,12,1
24189643,pv|pv|pv|pv|cart,0.0,0,9,1,0
24217106,pv|pv|pv|pv|pv,60.0,63,11,3,1
24219008,pv|pv|pv|pv|pv,0.0,93,15,14,1
24262504,pv|pv|pv|pv|pv,0.0,3,105,6,1
24288984,buy|pv|pv|pv|pv,0.0,71,7,20,1
24289312,pv|pv|pv|pv|pv,15.0,2,14,6,1
24313362,fav|pv|pv|pv|pv,120.0,152,0,0,0
24314619,pv|pv|pv|pv|pv,30.0,13,5,3,1
24336759,pv|pv|pv|pv|pv,330.0,3,2,4,0
24356634,pv|pv|pv|pv|pv,0.0,19,13,17,0
24381914,pv|pv|pv|pv|pv,0.0,2,30,2,1
24466657,pv|pv|pv|pv|pv,0.0,12,4,6,1
24471517,pv|pv|pv|pv|pv,0.0,1,4,5,0
24473987,pv|pv|pv|pv|pv,240.0,0,1,0,0
24474599,pv|pv|pv|pv|pv,0.0,4,25,5,1
24487604,pv|fav|pv|fav|fav,0.0,31,0,0,0
24495605,pv|pv|pv|pv|pv,705.0,1,28,3,1
24540552,pv|pv|pv|pv|pv,345.0,0,3,1,0
24564910,pv|pv|pv|pv|cart,0.0,0,14,0,0
24573553,pv|pv|buy|pv|buy,0.0,34,4,10,1
24580657,pv|pv|pv|pv|buy,120.0,15,2,6,1
24610294,pv|pv|pv|pv|pv,0.0,0,2,1,0
24620052,pv|pv|pv|pv|pv,2175.0,0,26,9,1
24625325,pv|pv|pv|pv|pv,0.0,0,1,0,0
24625581,pv|pv|pv|pv|pv,0.0,51,67,13,1
24636415,pv|pv|pv|pv|pv,0.0,1,19,8,1
24658436,pv|pv|pv|pv|pv,0.0,0,47,12,1
24683808,pv|pv|pv|pv|pv,0.0,2,7,3,0
24690079,pv|pv|pv|pv|pv,0.0,80,23,25,1
24698599,pv|pv|pv|cart|pv,45.0,0,16,0,1
24700160,pv|cart|pv|pv|pv,0.0,0,2,2,0
24718279,pv|pv|pv|pv|pv,195.0,1,25,0,0
24752182,pv|buy|pv|pv|pv,0.0,57,1,4,0
24759174,pv|pv|pv|pv|pv,2865.0,5,0,3,0
24792310,pv|pv|pv|pv|pv,435.0,6,0,4,0
24803803,pv|pv|pv|pv|pv,0.0,42,44,16,1
24805953,pv|pv|pv|pv|pv,0.0,24,19,18,1
24808643,pv|pv|pv|pv|pv,30.0,15,12,17,0
24811681,pv|fav|pv|pv|pv,0.0,17,1,2,0
24814877,pv|pv|pv|pv|pv,0.0,1,2,3,0
24847553,cart|buy|cart|pv|pv,0.0,0,20,4,1
24869620,pv|pv|pv|pv|buy,15.0,0,2,1,0
24888768,pv|pv|pv|pv|pv,75.0,1,3,3,1
24903079,pv|pv|pv|pv|pv,330.0,0,6,3,1
24965668,pv|pv|pv|pv|pv,450.0,37,3,4,0
24967803,pv|pv|pv|pv|pv,0.0,8,3,6,1
25008977,pv|pv|pv|pv|pv,0.0,0,0,9,0
25020664,pv|pv|pv|pv|pv,345.0,66,61,21,1
25034174,pv,0.0,0,0,0,0
25040950,pv|pv|pv|pv|pv,0.0,185,108,20,1
25128484,pv|pv|pv|pv|pv,0.0,0,17,5,0
25142712,pv|pv|pv|pv|pv,0.0,33,17,9,0
25163672,pv|pv|pv|pv|pv,0.0,2,4,3,0
25166877,pv|pv|pv|pv|pv,300.0,0,12,4,0
25166903,pv|pv|pv|pv|pv,195.0,0,8,6,1
25173367,pv|pv|pv|pv|pv,0.0,0,3,2,0
25183118,pv|pv|pv|pv|cart,0.0,2,43,20,1
25187340,pv|pv|pv|pv|pv,720.0,0,12,4,0
25211339,pv|pv|pv|pv|pv,225.0,0,12,5,1
25224971,pv|pv|pv|buy|pv,210.0,8,2,6,0
25249494,pv|pv|pv|pv|pv,0.0,0,20,9,0
25252443,pv|pv|pv|pv|pv,2115.0,1,2,0,0
25265512,pv|pv|pv|pv|pv,0.0,47,20,5,1
25275595,pv|pv|pv|pv|pv,15.0,50,22,5,0
25306731,pv|pv|pv|pv|buy,465.0,0,0,5,0
25330254,pv|pv|pv|pv|pv,0.0,57,0,0,0
25368165,pv|pv|pv|pv|pv,0.0,0,8,4,0
25368702,pv|pv|pv|fav|pv,0.0,9,0,7,0
25371517,pv|pv|pv|pv|pv,0.0,3,115,21,1
25375727,buy|pv|pv|pv|pv,15.0,2,16,15,1
25386039,pv|pv|pv|pv|pv,0.0,0,4,2,0
25406015,pv|pv|pv|pv|pv,885.0,1,9,2,0
25414648,pv|pv|pv|pv|pv,0.0,24,1,0,1
25423470,pv|pv|pv|pv|pv,270.0,0,0,0,0
25438815,pv|pv|pv|pv|pv,345.0,27,20,9,1
25455279,pv|pv|pv|pv|pv,0.0,131,13,8,0
25456026,pv|pv|pv|pv|pv,15.0,0,1,1,0
25474939,pv|pv|pv|pv|pv,0.0,29,9,3,0
25475467,pv|pv|pv|pv|pv,405.0,0,5,1,0
25477392,pv|pv|pv|pv|pv,0.0,17,16,21,1
25480257,pv|pv|pv|pv|pv,0.0,0,5,3,0
25487075,pv|pv|pv|pv|pv,165.0,17,40,9,1
25499177,pv|pv|pv|fav|fav,0.0,68,0,4,0
25509021,pv|pv|pv|pv|pv,105.0,65,8,5,0
25515014,pv|pv|pv|pv|pv,0.0,0,24,0,0
25518563,pv|pv|pv|pv|pv,0.0,1,32,1,1
25528662,pv|pv|pv|pv|pv,15.0,8,0,3,0
25535039,pv|pv|pv|pv|pv,0.0,4,6,6,1
25541349,cart|cart|cart|cart|cart,0.0,0,15,0,0
25544044,pv|pv|pv|pv|pv,0.0,6,105,14,1
25549508,pv|pv|pv|pv|pv,0.0,38,4,6,1
25558345,pv|pv|pv|pv|pv,0.0,0,0,0,0
25613360,pv|pv|pv|pv|pv,0.0,0,28,10,0
25639546,pv|pv|pv|pv|pv,990.0,1,27,7,1
25665414,pv|pv|pv|pv|pv,60.0,1,1,2,0
25672992,pv|pv|pv|pv|pv,0.0,0,1,0,0
25678919,pv|pv|pv|pv|pv,270.0,1,212,31,1
25688135,pv|pv|pv|pv|pv,0.0,1,6,6,0
25701566,pv|pv|pv|pv|pv,120.0,1,7,5,0
25742135,pv|pv|pv|pv|pv,90.0,14,2,0,0
25750592,pv|pv|pv|pv|pv,405.0,0,13,3,0
25751195,pv|pv|pv|pv|fav,0.0,71,16,25,1
25756303,pv|pv|pv|pv|pv,45.0,0,0,5,0
25761045,pv|pv|pv|pv|pv,870.0,0,12,8,0
25765258,pv|pv|pv|pv|pv,0.0,15,4,2,0
25773958,pv|pv|pv|pv|pv,0.0,7,10,12,1
25775757,pv|pv|pv|pv|pv,600.0,0,0,0,0
25776026,pv|pv|pv|pv|pv,1710.0,0,3,7,1
25778057,pv|pv|pv|pv|pv,330.0,1,100,17,1
25800692,pv|pv|pv|pv|pv,705.0,1,8,6,0
25815621,pv|pv|pv|pv|pv,420.0,3,3,0,0
25816895,pv|pv|pv|pv|pv,30.0,3,1,4,0
25831491,pv|pv|pv|pv|pv,360.0,0,20,9,1
25841169,pv|pv|pv|pv|pv,0.0,19,7,8,1
25851938,pv|pv|pv|pv|pv,0.0,1,2,4,0
25854726,pv|pv|pv|pv|pv,15.0,13,1,3,0
25871996,pv|pv|pv|pv|pv,15.0,12,39,13,1
25874658,pv|pv|pv|pv|pv,1830.0,0,2,4,0
25892297,pv|pv|pv|pv|pv,0.0,12,0,0,0
25896264,pv|cart|pv|cart|pv,0.0,7,215,28,1
25919157,pv|pv|pv|pv|pv,300.0,0,0,0,0
25945368,pv|pv|pv|pv|pv,90.0,5,1,5,0
25952339,pv|pv|pv|pv|pv,15.0,0,31,11,1
25963511,pv|pv|pv|pv|pv,0.0,72,44,5,0
25990178,pv|pv|pv|pv|pv,0.0,1,94,16,0
25994909,pv|pv|pv|cart|cart,120.0,22,55,8,1
26012948,pv|pv|pv|pv|pv,15.0,20,2,6,0
26025143,pv|pv|pv|pv|pv,2610.0,0,0,1,0
26034408,pv|pv|pv|pv|pv,855.0,6,0,5,0
26043740,pv|pv|pv|pv|fav,0.0,2,0,2,0
26050959,pv|pv|pv|pv|pv,0.0,0,0,0,0
26052997,pv|pv|pv|pv|pv,0.0,0,139,0,0
26063061,pv|pv|pv|buy|pv,0.0,1,2,3,0
26071320,pv|pv|pv|pv|pv,240.0,8,1,5,0
26081392,pv|pv|pv|pv|pv,30.0,92,30,31,1
26084013,fav|pv|pv|pv|pv,0.0,30,0,0,0
26087047,pv|pv|pv|pv|pv,0.0,0,0,6,0
26123580,pv|pv|pv|pv|pv,0.0,42,3,2,1
26125683,pv|pv|pv|pv|pv,0.0,20,14,2,1
26140958,pv|pv|pv|pv|pv,0.0,0,0,0,0
26142484,pv|pv|pv|pv|pv,0.0,3,18,6,0
26145391,pv|pv|pv|pv|pv,0.0,0,22,2,1
26184779,pv|pv|pv|pv|pv,0.0,0,44,8,0
26194174,cart|pv|pv|pv|pv,0.0,2,108,13,1
26221045,pv|pv|pv|pv|pv,1860.0,0,0,1,0
26228110,pv|pv|pv|pv|pv,135.0,0,0,1,0
26240021,pv|pv|pv|pv|pv,0.0,0,1,0,0
26253026,pv|pv|pv|pv|pv,0.0,1,11,2,1
26277198,pv|pv|pv|pv|pv,315.0,9,44,29,1
26333439,fav|pv|pv|pv|fav,0.0,51,0,0,0
26337733,pv|pv|pv|pv|pv,0.0,5,8,9,0
26372667,pv|pv|pv|pv|pv,465.0,2,2,11,1
26384257,pv|pv|pv|pv|pv,0.0,0,48,19,1
26391467,pv|pv|pv|pv|pv,0.0,0,10,4,1
26401619,pv|pv|pv|pv|pv,0.0,37,3,4,1
26401646,pv|pv|pv|buy|pv,0.0,1,53,20,1
26430445,pv|pv|pv|pv|pv,495.0,0,12,8,1
26430580,pv|pv|pv|pv|pv,0.0,0,0,0,0
26438512,pv|pv|pv|pv|pv,180.0,22,56,4,1
26459606,pv|pv|pv|pv|pv,900.0,0,7,5,1
26460336,pv|pv|pv|pv|pv,0.0,16,189,14,1
26502265,pv|pv|pv|pv|pv,2130.0,0,9,12,0
26504830,pv|pv|pv|pv|pv,0.0,0,0,0,0
26509398,buy|buy|buy|buy|buy,0.0,2,29,44,1
26529364,pv|pv|pv|pv|pv,330.0,1,34,4,1
26562102,pv|pv|pv|pv|pv,0.0,2,206,31,1
26570624,pv|buy|pv|pv|pv,0.0,0,0,4,0
26573714,pv|pv|pv|pv|pv,0.0,0,24,9,1
26604313,pv|fav|pv|pv|pv,0.0,11,0,0,0
26612709,pv|pv|pv|pv|pv,975.0,0,3,10,0
26622553,pv|pv|pv|pv|pv,0.0,168,62,33,1
26681009,pv|pv|pv|pv|pv,0.0,0,1,0,0
26683337,pv|pv|pv|pv|pv,15.0,0,0,0,0
26704429,pv|pv|pv|pv|pv,0.0,1,0,0,0
26720422,pv|fav|pv|pv|pv,0.0,358,87,7,0
26742658,pv|pv|pv|pv|pv,0.0,0,13,9,0
26752434,pv|pv|pv|pv|pv,255.0,1,11,2,0
26755560,pv|pv|pv|pv|pv,0.0,10,3,6,0
26764288,pv|pv|pv|pv|pv,270.0,2,12,8,0
26766183,pv|pv|pv|pv|pv,0.0,3,175,27,1
26768217,pv|pv|pv|pv|pv,0.0,1,24,13,1
26801916,pv|pv|pv|pv|pv,360.0,0,0,3,0
26817919,pv|pv|pv|pv|pv,0.0,0,0,0,0
