category_id,total_behavior_count,buy_count,buy_percentage
6442,304,15,0.01
12388,10851,15,0.01
5648,321,15,0.01
849,1630,15,0.01
8484,1374,15,0.01
2170,1942,15,0.01
1722,402,15,0.01
9090,1557,15,0.01
13664,2258,15,0.01
892,302,15,0.01
10010,1331,15,0.01
11664,841,15,0.01
8191,766,15,0.01
6247,2122,15,0.01
2177,1675,15,0.01
7419,260,15,0.01
4025,1556,15,0.01
11475,3304,15,0.01
618,816,15,0.01
12819,3412,15,0.01
7622,1182,15,0.01
5899,1414,15,0.01
12735,283,15,0.01
3838,226,14,0.01
7717,231,14,0.01
10726,462,14,0.01
5351,1962,14,0.01
5453,238,14,0.01
5360,2446,14,0.01
11062,1577,14,0.01
1822,290,14,0.01
12837,1120,14,0.01
1227,191,14,0.01
3283,663,14,0.01
4210,1564,14,0.01
11904,2770,14,0.01
5801,1646,14,0.01
8912,507,14,0.01
4221,454,14,0.01
7889,118,14,0.01
8793,422,14,0.01
2966,331,14,0.01
13840,1262,14,0.01
4688,1118,14,0.01
4961,807,14,0.01
7951,1834,14,0.01
2079,471,14,0.01
10213,2533,14,0.01
13823,5413,14,0.01
12961,358,14,0.01
5814,130,14,0.01
14050,299,14,0.01
10576,3852,14,0.01
1872,399,14,0.01
2939,1218,14,0.01
3645,225,14,0.01
606,1252,14,0.01
7576,286,14,0.01
2535,1043,14,0.01
8954,619,14,0.01
11498,390,14,0.01
9719,1050,14,0.01
11616,895,14,0.01
725,1617,14,0.01
6957,980,14,0.01
8735,382,14,0.01
2342,666,14,0.01
11111,979,14,0.01
12096,188,14,0.01
8809,572,14,0.01
1442,299,14,0.01
4274,555,14,0.01
6439,447,14,0.01
838,999,14,0.01
1316,221,14,0.01
5041,607,14,0.01
10304,1201,14,0.01
10799,986,14,0.01
2213,995,14,0.01
6367,2335,14,0.01
1726,462,14,0.01
12245,1670,14,0.01
12239,2087,14,0.01
11564,1440,14,0.01
1630,438,14,0.01
5998,650,14,0.01
11482,774,14,0.01
13769,1016,14,0.01
13908,698,14,0.01
10063,3178,13,0.01
3723,1632,13,0.01
2092,450,13,0.01
1860,2307,13,0.01
1584,775,13,0.01
10040,313,13,0.01
10862,732,13,0.01
13323,677,13,0.01
414,414,13,0.01
3200,2361,13,0.01
5379,134,13,0.01
11047,1113,13,0.01
1807,2001,13,0.01
6423,907,13,0.01
10983,1321,13,0.01
6985,699,13,0.01
10678,1522,13,0.01
2537,354,13,0.01
6608,577,13,0.01
6580,681,13,0.01
6569,552,13,0.01
689,311,13,0.01
12612,836,13,0.01
4302,211,13,0.01
12555,399,13,0.01
1048,1540,13,0.01
9622,185,13,0.01
2955,555,13,0.01
11883,701,13,0.01
5646,355,13,0.01
3562,350,13,0.01
10209,762,13,0.01
6901,365,13,0.01
805,645,13,0.01
43,1148,13,0.01
5604,986,13,0.01
5579,909,13,0.01
4701,3094,13,0.01
5004,435,13,0.01
6858,374,13,0.01
7694,407,13,0.01
1157,82,13,0.01
5881,1273,13,0.01
3584,235,13,0.01
11702,912,13,0.01
590,1545,13,0.01
5900,485,13,0.01
1287,303,13,0.01
11551,820,13,0.01
4159,1196,13,0.01
7832,448,13,0.01
4531,1511,13,0.01
5340,1136,13,0.01
9358,614,12,0.01
5276,1074,12,0.01
9881,1508,12,0.01
11114,736,12,0.01
11219,1885,12,0.01
2026,548,12,0.01
10322,1064,12,0.01
10062,464,12,0.01
9139,284,12,0.01
5077,664,12,0.01
9117,257,12,0.01
8052,692,12,0.01
9093,244,12,0.01
3489,396,12,0.01
9101,1346,12,0.01
6518,1163,12,0.01
13691,540,12,0.01
7534,577,12,0.01
2771,2446,12,0.01
6441,369,12,0.01
5264,942,12,0.01
3032,517,12,0.01
13269,2581,12,0.01
3033,247,12,0.01
6485,325,12,0.01
10772,357,12,0.01
5127,2769,12,0.01
8068,795,12,0.01
3403,175,12,0.01
13441,224,12,0.01
340,413,12,0.01
6627,338,12,0.01
7948,521,12,0.01
3139,754,12,0.01
157,387,12,0.01
12540,1000,12,0.01
5602,416,12,0.01
2410,211,12,0.01
2620,441,12,0.01
12657,239,12,0.01
11917,2199,12,0.01
13846,4534,12,0.01
10137,1740,12,0.01
192,272,12,0.01
12233,452,12,0.01
6176,888,12,0.01
6091,1473,12,0.01
9808,433,12,0.01
9480,481,12,0.01
7843,134,12,0.01
7690,721,12,0.01
5869,442,12,0.01
12688,795,12,0.01
5927,596,12,0.01
11621,700,12,0.01
5932,2257,12,0.01
6168,1421,12,0.01
11401,769,12,0.01
3297,679,12,0.01
3289,502,12,0.01
7392,479,12,0.01
10734,1853,12,0.01
13346,686,12,0.01
13224,427,12,0.01
5480,3299,12,0.01
705,1058,12,0.01
3227,807,12,0.01
3228,463,12,0.01
11909,2128,12,0.01
12183,586,12,0.01
8216,1132,12,0.01
12275,430,12,0.01
4034,545,12,0.01
4127,1638,12,0.01
6129,475,12,0.01
10816,491,11,0.01
8724,544,11,0.01
9160,358,11,0.01
5229,568,11,0.01
13135,192,11,0.01
4625,5080,11,0.01
13408,766,11,0.01
9221,787,11,0.01
9224,1444,11,0.01
13480,381,11,0.01
1892,499,11,0.01
3814,506,11,0.01
1996,379,11,0.01
219,359,11,0.01
5118,307,11,0.01
10241,802,11,0.01
13645,372,11,0.01
7530,730,11,0.01
10735,918,11,0.01
10741,886,11,0.01
11055,860,11,0.01
7210,377,11,0.01
11021,409,11,0.01
11097,645,11,0.01
13148,237,11,0.01
7014,893,11,0.01
11184,867,11,0.01
11159,4473,11,0.01
9872,958,11,0.01
7708,3621,11,0.01
11754,56,11,0.01
11733,492,11,0.01
632,336,11,0.01
8967,1034,11,0.01
5930,1249,11,0.01
8541,650,11,0.01
1215,1656,11,0.01
4422,747,11,0.01
7653,978,11,0.01
8633,683,11,0.01
8613,649,11,0.01
11365,657,11,0.01
504,256,11,0.01
2255,1655,11,0.01
1530,207,11,0.01
5964,389,11,0.01
8156,918,11,0.01
11412,574,11,0.01
12923,468,11,0.01
12922,347,11,0.01
574,3705,11,0.01
564,167,11,0.01
1324,1246,11,0.01
4385,241,11,0.01
7385,396,11,0.01
7384,113,11,0.01
3453,309,11,0.01
674,926,11,0.01
1224,482,11,0.01
7057,413,11,0.01
12277,345,11,0.01
5635,1038,11,0.01
7739,702,11,0.01
1102,368,11,0.01
11967,905,11,0.01
910,293,11,0.01
863,417,11,0.01
4227,373,11,0.01
9526,1867,11,0.01
8259,543,11,0.01
4310,1142,11,0.01
12195,397,11,0.01
13831,422,11,0.01
4762,312,11,0.01
2971,427,11,0.01
9086,5376,11,0.01
9191,1128,11,0.01
155,1711,11,0.01
138,343,11,0.01
2122,244,11,0.01
8867,272,11,0.01
14064,697,11,0.01
3721,433,11,0.01
13928,933,11,0.01
4880,632,11,0.01
4953,364,10,0.01
6896,318,10,0.01
6888,922,10,0.01
10206,203,10,0.01
4692,161,10,0.01
47,1014,10,0.01
14018,585,10,0.01
4750,369,10,0.01
4841,402,10,0.01
12342,540,10,0.01
829,329,10,0.01
2395,1705,10,0.01
9082,301,10,0.01
12550,607,10,0.01
4320,449,10,0.01
12194,721,10,0.01
9550,308,10,0.01
12351,231,10,0.01
11761,283,10,0.01
2931,1704,10,0.01
5844,231,10,0.01
9597,667,10,0.01
5711,598,10,0.01
768,284,10,0.01
3555,203,10,0.01
5523,303,10,0.01
9712,286,10,0.01
2291,1702,10,0.01
7050,451,10,0.01
9653,478,10,0.01
1190,1055,10,0.01
11584,265,10,0.01
3282,298,10,0.01
9745,295,10,0.01
1250,1262,10,0.01
11720,240,10,0.01
12864,751,10,0.01
12861,346,10,0.01
5437,195,10,0.01
9373,210,10,0.01
522,270,10,0.01
6048,399,10,0.01
11439,708,10,0.01
7035,604,10,0.01
3613,321,10,0.01
8994,308,10,0.01
8990,2409,10,0.01
8611,223,10,0.01
9833,1871,10,0.01
11392,335,10,0.01
8587,655,10,0.01
4092,543,10,0.01
501,305,10,0.01
5332,1965,10,0.01
2484,545,10,0.01
4539,989,10,0.01
5329,1386,10,0.01
5308,677,10,0.01
432,1850,10,0.01
11076,1465,10,0.01
11068,383,10,0.01
11150,207,10,0.01
11229,402,10,0.01
1564,2944,10,0.01
3190,385,10,0.01
13200,210,10,0.01
8115,106,10,0.01
7894,372,10,0.01
10814,646,10,0.01
3926,523,10,0.01
9959,1746,10,0.01
9948,1130,10,0.01
2199,260,10,0.01
9938,1496,10,0.01
6375,235,10,0.01
6363,747,10,0.01
10967,550,10,0.01
1824,166,10,0.01
7415,620,10,0.01
9983,544,10,0.01
10785,2480,10,0.01
10779,386,10,0.01
5141,2717,10,0.01
347,417,10,0.01
9228,231,10,0.01
7354,1272,10,0.01
288,2612,10,0.01
280,2244,10,0.01
2702,212,10,0.01
3393,248,10,0.01
6562,1051,10,0.01
1852,403,10,0.01
10613,285,10,0.01
10174,674,10,0.01
10216,2066,10,0.01
3727,779,10,0.01
10288,265,10,0.01
3687,15460,10,0.01
2156,176,10,0.01
6677,1404,10,0.01
3786,680,10,0.01
6686,404,10,0.01
254,1664,10,0.01
13571,328,10,0.01
5095,465,10,0.01
7966,1482,10,0.01
4668,403,10,0.01
126,695,9,0.01
4642,4016,9,0.01
5053,238,9,0.01
5114,1699,9,0.01
4656,662,9,0.01
8017,394,9,0.01
13459,373,9,0.01
9664,2684,9,0.01
9570,110,9,0.01
9529,647,9,0.01
2415,5177,9,0.01
9061,717,9,0.01
3457,76,9,0.01
9432,192,9,0.01
5132,193,9,0.01
338,302,9,0.01
13334,2460,9,0.01
4599,628,9,0.01
8073,580,9,0.01
9920,508,9,0.01
3629,397,9,0.01
3620,657,9,0.01
7390,2193,9,0.01
2312,1084,9,0.01
13348,512,9,0.01
5208,232,9,0.01
5269,976,9,0.01
13114,2707,9,0.01
13066,1333,9,0.01
4549,546,9,0.01
13060,298,9,0.01
12964,804,9,0.01
7834,838,9,0.01
8166,70,9,0.01
12822,877,9,0.01
10122,392,9,0.01
10120,6514,9,0.01
10037,4390,9,0.01
10033,490,9,0.01
3659,1620,9,0.01
9895,649,9,0.01
9885,175,9,0.01
12784,242,9,0.01
12761,719,9,0.01
4411,160,9,0.01
8234,1171,9,0.01
5569,752,9,0.01
12490,4369,9,0.01
4373,175,9,0.01
12465,786,9,0.01
3213,442,9,0.01
7822,216,9,0.01
7804,216,9,0.01
7772,538,9,0.01
8333,349,9,0.01
10286,450,9,0.01
6804,739,9,0.01
7428,6431,9,0.01
8868,388,9,0.01
1010,309,9,0.01
11990,356,9,0.01
11974,488,9,0.01
11815,320,9,0.01
1155,2713,9,0.01
4197,428,9,0.01
11740,1346,9,0.01
8764,241,9,0.01
6631,415,9,0.01
10514,251,9,0.01
3807,419,9,0.01
11703,176,9,0.01
1242,1311,9,0.01
11636,402,9,0.01
2908,233,9,0.01
11597,181,9,0.01
8515,1145,9,0.01
7674,154,9,0.01
7670,511,9,0.01
4115,203,9,0.01
11481,1100,9,0.01
11470,3700,9,0.01
11520,7216,9,0.01
8609,539,9,0.01
2848,169,9,0.01
8598,723,9,0.01
10673,775,9,0.01
6540,484,9,0.01
6529,686,9,0.01
10629,2597,9,0.01
10593,814,9,0.01
11317,235,9,0.01
1451,1247,9,0.01
11237,809,9,0.01
1643,592,9,0.01
1638,485,9,0.01
11038,987,9,0.01
6397,2299,9,0.01
10825,1900,9,0.01
3937,491,9,0.01
7558,355,9,0.01
6445,452,9,0.01
13922,859,9,0.01
13834,375,9,0.01
13774,871,9,0.01
7996,197,9,0.01
7994,146,9,0.01
7961,970,9,0.01
2459,1355,9,0.01
2443,472,9,0.01
9165,265,9,0.01
2568,3163,9,0.01
13945,277,9,0.01
13989,297,8,0.01
7250,1454,8,0.01
9111,177,8,0.01
2479,1169,8,0.01
9310,273,8,0.01
7980,991,8,0.01
5037,1201,8,0.01
13672,334,8,0.01
240,431,8,0.01
10821,735,8,0.01
1750,1951,8,0.01
115,267,8,0.01
13749,350,8,0.01
10732,1894,8,0.01
1441,3578,8,0.01
6058,2975,8,0.01
7607,275,8,0.01
1471,853,8,0.01
11236,720,8,0.01
2801,1077,8,0.01
11143,282,8,0.01
11037,592,8,0.01
1642,1233,8,0.01
10906,282,8,0.01
6401,1593,8,0.01
6200,217,8,0.01
11308,77,8,0.01
1561,1052,8,0.01
11343,308,8,0.01
5962,1072,8,0.01
1329,489,8,0.01
11595,1398,8,0.01
2905,307,8,0.01
11779,134,8,0.01
8401,360,8,0.01
11645,227,8,0.01
11644,753,8,0.01
5906,234,8,0.01
1249,211,8,0.01
3380,306,8,0.01
10379,678,8,0.01
11585,126,8,0.01
8518,57,8,0.01
11565,417,8,0.01
8526,1256,8,0.01
10607,270,8,0.01
10599,1088,8,0.01
3862,3293,8,0.01
4114,364,8,0.01
10616,853,8,0.01
6469,103,8,0.01
11443,168,8,0.01
2831,907,8,0.01
10582,4447,8,0.01
4336,662,8,0.01
1087,168,8,0.01
11934,231,8,0.01
467,245,8,0.01
460,551,8,0.01
7883,181,8,0.01
13094,221,8,0.01
13109,367,8,0.01
390,518,8,0.01
5193,350,8,0.01
337,893,8,0.01
10161,697,8,0.01
2229,116,8,0.01
354,925,8,0.01
410,1168,8,0.01
9766,416,8,0.01
2260,603,8,0.01
7000,395,8,0.01
13326,6348,8,0.01
257,455,8,0.01
5051,901,8,0.01
5049,396,8,0.01
5048,1221,8,0.01
3137,200,8,0.01
24,1625,8,0.01
4889,276,8,0.01
4902,1055,8,0.01
300,1669,8,0.01
7140,5395,8,0.01
7095,475,8,0.01
9592,308,8,0.01
13428,375,8,0.01
9450,5593,8,0.01
5176,2432,8,0.01
3599,1007,8,0.01
12365,454,8,0.01
12421,3517,8,0.01
5586,110,8,0.01
12435,390,8,0.01
12722,565,8,0.01
12690,638,8,0.01
8332,2418,8,0.01
4343,408,8,0.01
924,295,8,0.01
10101,158,8,0.01
12972,503,8,0.01
12836,225,8,0.01
2659,733,8,0.01
8916,523,8,0.01
722,548,8,0.01
3230,227,8,0.01
8376,4440,8,0.01
8901,4922,8,0.01
2076,472,8,0.01
6819,222,8,0.01
1436,82,7,0.01
11278,552,7,0.01
4050,155,7,0.01
10939,536,7,0.01
1640,662,7,0.01
11427,197,7,0.01
8612,268,7,0.01
11354,237,7,0.01
6142,300,7,0.01
2762,189,7,0.01
4700,1601,7,0.01
13832,257,7,0.01
1144,958,7,0.01
11833,613,7,0.01
11804,431,7,0.01
5824,968,7,0.01
7707,326,7,0.01
7522,166,7,0.01
6633,246,7,0.01
6638,170,7,0.01
6700,3842,7,0.01
6668,27,7,0.01
6658,273,7,0.01
10402,585,7,0.01
5878,1530,7,0.01
10315,735,7,0.01
10329,207,7,0.01
10360,1381,7,0.01
11631,370,7,0.01
11639,594,7,0.01
11650,825,7,0.01
4179,588,7,0.01
11704,107,7,0.01
11679,270,7,0.01
1394,581,7,0.01
6009,206,7,0.01
8521,907,7,0.01
7668,475,7,0.01
5991,247,7,0.01
11531,39,7,0.01
5937,168,7,0.01
4128,393,7,0.01
11611,798,7,0.01
1305,200,7,0.01
10592,294,7,0.01
10679,170,7,0.01
8767,310,7,0.01
6017,284,7,0.01
10588,644,7,0.01
11510,324,7,0.01
10708,1351,7,0.01
2493,150,7,0.01
13863,640,7,0.01
13872,230,7,0.01
7305,610,7,0.01
4990,111,7,0.01
13597,363,7,0.01
7192,185,7,0.01
9375,634,7,0.01
10957,249,7,0.01
11164,271,7,0.01
11158,622,7,0.01
1599,800,7,0.01
4016,79,7,0.01
1610,969,7,0.01
8675,790,7,0.01
3994,337,7,0.01
3770,1016,7,0.01
12220,813,7,0.01
12211,238,7,0.01
1040,53,7,0.01
5774,464,7,0.01
1059,299,7,0.01
1079,625,7,0.01
4228,780,7,0.01
1110,2843,7,0.01
13001,164,7,0.01
8178,250,7,0.01
8128,424,7,0.01
12816,382,7,0.01
2117,149,7,0.01
9893,965,7,0.01
10085,1035,7,0.01
10111,220,7,0.01
12746,230,7,0.01
8920,302,7,0.01
12457,278,7,0.01
12409,425,7,0.01
8272,688,7,0.01
8182,635,7,0.01
12627,748,7,0.01
728,448,7,0.01
5581,412,7,0.01
5576,237,7,0.01
12142,1552,7,0.01
5687,279,7,0.01
5717,125,7,0.01
12129,187,7,0.01
10177,424,7,0.01
5640,135,7,0.01
7454,539,7,0.01
7450,1417,7,0.01
3708,445,7,0.01
10254,163,7,0.01
6775,545,7,0.01
6754,4533,7,0.01
6745,674,7,0.01
3592,271,7,0.01
7905,239,7,0.01
13180,278,7,0.01
6997,503,7,0.01
9850,208,7,0.01
7399,114,7,0.01
8966,3756,7,0.01
9715,341,7,0.01
5309,535,7,0.01
13150,307,7,0.01
13035,777,7,0.01
497,447,7,0.01
5214,1510,7,0.01
4559,539,7,0.01
13263,500,7,0.01
13318,1318,7,0.01
4581,266,7,0.01
13472,326,7,0.01
8029,538,7,0.01
9490,168,7,0.01
7148,133,7,0.01
9066,316,7,0.01
5177,367,7,0.01
3542,88,7,0.01
9416,201,7,0.01
4647,207,7,0.01
13483,131,7,0.01
13505,141,7,0.01
5102,400,7,0.01
13876,505,7,0.01
13913,137,7,0.01
7953,365,7,0.01
14047,380,7,0.01
3789,984,6,0.0
6654,309,6,0.0
1943,302,6,0.0
1930,319,6,0.0
2007,177,6,0.0
3795,477,6,0.0
13521,324,6,0.0
13638,944,6,0.0
3194,671,6,0.0
7841,823,6,0.0
8148,389,6,0.0
13670,1664,6,0.0
4662,255,6,0.0
5028,80,6,0.0
158,105,6,0.0
10522,128,6,0.0
6595,738,6,0.0
6583,200,6,0.0
6811,244,6,0.0
6796,624,6,0.0
2034,288,6,0.0
10637,1725,6,0.0
13457,112,6,0.0
309,210,6,0.0
279,3159,6,0.0
8202,474,6,0.0
8184,925,6,0.0
8326,240,6,0.0
8320,290,6,0.0
5067,171,6,0.0
5057,917,6,0.0
10618,133,6,0.0
1820,186,6,0.0
10644,351,6,0.0
6481,833,6,0.0
2089,167,6,0.0
10175,116,6,0.0
2062,363,6,0.0
6478,447,6,0.0
10751,514,6,0.0
13214,198,6,0.0
3238,251,6,0.0
2946,125,6,0.0
8356,401,6,0.0
13328,450,6,0.0
13356,258,6,0.0
10826,298,6,0.0
1758,207,6,0.0
6418,96,6,0.0
10889,347,6,0.0
10864,589,6,0.0
6915,510,6,0.0
10112,647,6,0.0
10839,893,6,0.0
4505,2135,6,0.0
5315,77,6,0.0
13080,2645,6,0.0
4533,1760,6,0.0
13164,668,6,0.0
2929,510,6,0.0
2914,152,6,0.0
8442,327,6,0.0
11051,276,6,0.0
6249,1042,6,0.0
2238,171,6,0.0
9875,258,6,0.0
6993,182,6,0.0
2202,860,6,0.0
6219,563,6,0.0
11316,248,6,0.0
1527,913,6,0.0
12910,235,6,0.0
12905,133,6,0.0
5381,369,6,0.0
2856,484,6,0.0
8542,319,6,0.0
8505,324,6,0.0
7680,207,6,0.0
7660,540,6,0.0
7655,424,6,0.0
13024,371,6,0.0
12788,292,6,0.0
3322,321,6,0.0
2786,284,6,0.0
4469,38,6,0.0
5438,622,6,0.0
11298,203,6,0.0
6146,197,6,0.0
6133,615,6,0.0
11322,285,6,0.0
2241,308,6,0.0
11377,347,6,0.0
6040,300,6,0.0
6035,343,6,0.0
11430,150,6,0.0
11419,321,6,0.0
9660,310,6,0.0
9650,319,6,0.0
1404,129,6,0.0
4119,116,6,0.0
12631,202,6,0.0
4415,226,6,0.0
633,158,6,0.0
12765,293,6,0.0
2758,1083,6,0.0
8698,454,6,0.0
8697,117,6,0.0
5489,726,6,0.0
5475,274,6,0.0
11521,137,6,0.0
5956,188,6,0.0
5942,482,6,0.0
1300,99,6,0.0
9520,348,6,0.0
7131,604,6,0.0
9610,1038,6,0.0
9574,499,6,0.0
4156,540,6,0.0
1288,407,6,0.0
2708,378,6,0.0
8836,209,6,0.0
765,1152,6,0.0
756,244,6,0.0
740,5456,6,0.0
4394,95,6,0.0
4390,328,6,0.0
11633,244,6,0.0
9327,1135,6,0.0
9515,219,6,0.0
2396,749,6,0.0
9499,160,6,0.0
9493,179,6,0.0
11678,120,6,0.0
11663,635,6,0.0
11693,200,6,0.0
12346,115,6,0.0
8804,445,6,0.0
7442,144,6,0.0
7438,421,6,0.0
12376,262,6,0.0
12375,1244,6,0.0
12545,130,6,0.0
12506,526,6,0.0
5865,490,6,0.0
7213,923,6,0.0
4226,101,6,0.0
1124,500,6,0.0
976,639,6,0.0
5684,100,6,0.0
5655,234,6,0.0
12228,290,6,0.0
922,746,6,0.0
12193,337,6,0.0
8913,309,6,0.0
878,179,6,0.0
4354,129,6,0.0
7301,275,6,0.0
9195,436,6,0.0
2539,230,6,0.0
9219,391,6,0.0
5721,178,6,0.0
2633,621,6,0.0
3449,191,6,0.0
7329,712,6,0.0
4295,1703,6,0.0
14023,701,6,0.0
7956,175,6,0.0
13,113,6,0.0
1960,350,6,0.0
1958,464,6,0.0
10381,431,6,0.0
145,85,6,0.0
13789,158,6,0.0
3051,231,6,0.0
120,678,6,0.0
4709,2724,6,0.0
13973,483,5,0.0
4883,718,5,0.0
4931,3542,5,0.0
13855,185,5,0.0
7870,369,5,0.0
7872,150,5,0.0
13798,631,5,0.0
4684,182,5,0.0
4705,423,5,0.0
4706,741,5,0.0
13747,238,5,0.0
10363,436,5,0.0
11,8995,5,0.0
12,221,5,0.0
4872,235,5,0.0
4874,265,5,0.0
8025,132,5,0.0
7973,80,5,0.0
4773,3427,5,0.0
28,92,5,0.0
35,181,5,0.0
12128,223,5,0.0
4301,224,5,0.0
5704,196,5,0.0
7356,111,5,0.0
7365,610,5,0.0
7381,871,5,0.0
8999,293,5,0.0
994,93,5,0.0
1002,405,5,0.0
12009,688,5,0.0
1034,60,5,0.0
11955,704,5,0.0
5755,103,5,0.0
5761,745,5,0.0
5795,95,5,0.0
5800,219,5,0.0
11925,1535,5,0.0
11939,155,5,0.0
9152,152,5,0.0
7308,407,5,0.0
3483,1034,5,0.0
3487,477,5,0.0
11953,72,5,0.0
5637,385,5,0.0
8985,141,5,0.0
2648,889,5,0.0
2653,280,5,0.0
8998,256,5,0.0
12229,629,5,0.0
953,327,5,0.0
11856,1001,5,0.0
5806,30,5,0.0
9331,302,5,0.0
9349,333,5,0.0
7291,223,5,0.0
9216,297,5,0.0
5838,219,5,0.0
4191,688,5,0.0
11776,1985,5,0.0
11790,460,5,0.0
1204,734,5,0.0
11689,159,5,0.0
12510,874,5,0.0
12321,667,5,0.0
8888,298,5,0.0
7430,307,5,0.0
3410,236,5,0.0
7471,271,5,0.0
12324,100,5,0.0
12357,210,5,0.0
11697,324,5,0.0
4172,370,5,0.0
3546,116,5,0.0
2453,644,5,0.0
9319,198,5,0.0
11641,287,5,0.0
1286,299,5,0.0
12649,259,5,0.0
687,157,5,0.0
4391,326,5,0.0
12504,267,5,0.0
8850,461,5,0.0
8853,229,5,0.0
7484,899,5,0.0
7512,187,5,0.0
8777,146,5,0.0
4147,235,5,0.0
3571,303,5,0.0
9530,398,5,0.0
5947,122,5,0.0
5963,169,5,0.0
11549,485,5,0.0
4437,647,5,0.0
2753,441,5,0.0
8695,516,5,0.0
8721,3137,5,0.0
7533,168,5,0.0
623,138,5,0.0
5525,270,5,0.0
5987,429,5,0.0
4112,412,5,0.0
1393,38,5,0.0
11513,197,5,0.0
2322,129,5,0.0
7064,445,5,0.0
3594,432,5,0.0
7087,123,5,0.0
1407,257,5,0.0
4087,173,5,0.0
6060,1332,5,0.0
7034,316,5,0.0
1453,895,5,0.0
1455,964,5,0.0
1480,75,5,0.0
1491,410,5,0.0
1508,2373,5,0.0
6109,389,5,0.0
12921,1814,5,0.0
4450,459,5,0.0
4464,294,5,0.0
586,421,5,0.0
8661,536,5,0.0
2788,160,5,0.0
7594,868,5,0.0
7602,491,5,0.0
8627,575,5,0.0
599,670,5,0.0
612,244,5,0.0
8605,2698,5,0.0
12940,254,5,0.0
12948,530,5,0.0
5365,243,5,0.0
5383,277,5,0.0
12862,1081,5,0.0
11300,197,5,0.0
4040,240,5,0.0
6213,857,5,0.0
11250,139,5,0.0
2198,372,5,0.0
3637,639,5,0.0
11170,366,5,0.0
11185,219,5,0.0
1559,231,5,0.0
4018,221,5,0.0
11131,240,5,0.0
10107,410,5,0.0
6938,178,5,0.0
3658,421,5,0.0
11058,1117,5,0.0
11060,485,5,0.0
11081,158,5,0.0
6308,127,5,0.0
3973,151,5,0.0
11029,89,5,0.0
11046,386,5,0.0
1656,280,5,0.0
3945,1076,5,0.0
5206,352,5,0.0
8443,79,5,0.0
8495,285,5,0.0
3264,1053,5,0.0
8415,2075,5,0.0
435,179,5,0.0
13090,316,5,0.0
13034,110,5,0.0
3964,329,5,0.0
1710,624,5,0.0
2114,430,5,0.0
6909,263,5,0.0
3695,617,5,0.0
3928,48,5,0.0
10817,603,5,0.0
10733,857,5,0.0
5153,818,5,0.0
13322,374,5,0.0
13335,418,5,0.0
13242,168,5,0.0
8436,391,5,0.0
13300,329,5,0.0
13176,1705,5,0.0
13189,226,5,0.0
398,136,5,0.0
13212,138,5,0.0
1769,107,5,0.0
6440,333,5,0.0
3713,276,5,0.0
6862,286,5,0.0
2097,137,5,0.0
6499,95,5,0.0
10694,245,5,0.0
13551,246,5,0.0
8327,342,5,0.0
13498,89,5,0.0
270,200,5,0.0
5115,296,5,0.0
13415,525,5,0.0
13440,284,5,0.0
1861,257,5,0.0
10635,191,5,0.0
6542,695,5,0.0
10257,278,5,0.0
2046,257,5,0.0
10215,459,5,0.0
10554,200,5,0.0
3828,137,5,0.0
10519,360,5,0.0
13748,146,5,0.0
13761,510,5,0.0
233,328,5,0.0
8242,125,5,0.0
3001,1310,5,0.0
8096,227,5,0.0
13636,448,5,0.0
10532,641,5,0.0
6603,266,5,0.0
6630,273,5,0.0
10389,358,5,0.0
6712,123,5,0.0
6719,244,5,0.0
6743,241,5,0.0
10466,393,5,0.0
10467,466,5,0.0
6680,264,5,0.0
8,993,4,0.0
8075,485,4,0.0
3060,325,4,0.0
8002,70,4,0.0
13859,165,4,0.0
13777,245,4,0.0
4965,1310,4,0.0
13742,197,4,0.0
6694,230,4,0.0
2015,423,4,0.0
10465,279,4,0.0
6666,36,4,0.0
1965,315,4,0.0
10,228,4,0.0
15,727,4,0.0
13745,183,4,0.0
5016,609,4,0.0
4663,197,4,0.0
13701,524,4,0.0
13725,393,4,0.0
13615,1166,4,0.0
8124,170,4,0.0
8145,420,4,0.0
7844,139,4,0.0
7849,309,4,0.0
7854,48,4,0.0
6550,966,4,0.0
10503,375,4,0.0
6632,832,4,0.0
6643,502,4,0.0
7859,162,4,0.0
8110,77,4,0.0
13540,100,4,0.0
8285,502,4,0.0
2051,113,4,0.0
6750,345,4,0.0
10600,580,4,0.0
10564,376,4,0.0
7770,88,4,0.0
7817,502,4,0.0
3211,811,4,0.0
3215,369,4,0.0
13486,1952,4,0.0
271,129,4,0.0
4603,72,4,0.0
13409,340,4,0.0
13447,139,4,0.0
13360,32,4,0.0
318,683,4,0.0
343,81,4,0.0
8380,114,4,0.0
6503,61,4,0.0
10638,191,4,0.0
1834,326,4,0.0
10620,248,4,0.0
6526,1431,4,0.0
3855,136,4,0.0
1867,168,4,0.0
10247,123,4,0.0
2050,529,4,0.0
2937,100,4,0.0
3242,79,4,0.0
404,610,4,0.0
418,385,4,0.0
13216,615,4,0.0
5212,191,4,0.0
6821,417,4,0.0
6829,258,4,0.0
2091,85,4,0.0
10715,492,4,0.0
1801,150,4,0.0
1806,159,4,0.0
6488,15,4,0.0
3877,1130,4,0.0
8479,668,4,0.0
7697,128,4,0.0
13107,2692,4,0.0
5248,424,4,0.0
5265,206,4,0.0
4535,88,4,0.0
13077,68,4,0.0
443,149,4,0.0
13103,133,4,0.0
5304,233,4,0.0
4515,200,4,0.0
12997,876,4,0.0
10797,407,4,0.0
